shipment_id,route_id,station_code,stop_code,date,departure_time_utc,lat,lng,zone_id,speed_kmh,distance_remaining_km,scheduled_eta_minutes,traffic_density,weather_condition,cargo_temp_celsius,estimated_real_min,weather_severity_num,traffic_density_num,eta_urgency_ratio,expected_delay_min,environmental_risk_index,delay_status
AMZ-DLA7-2ae0e8-YP,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,YP,2018-08-12,15:37:06,33.945651,-117.601377,A-32.2J,30.75,38.55,35,HIGH,CLEAR,4.91,75.22,0.0,0.7,2.1491,40.22,0.42,1
AMZ-DLA7-2ae0e8-WN,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,WN,2018-08-12,15:37:06,33.94565,-117.6011,A-32.2J,69.24,38.35,36,LOW,CLEAR,2.31,33.23,0.0,0.1,0.9231,0.0,0.06,0
AMZ-DLA7-2ae0e8-HU,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,HU,2018-08-12,15:37:06,33.94565,-117.601498,A-32.2J,45.19,38.15,36,LOW,CLEAR,4.33,50.65,0.0,0.1,1.407,14.65,0.06,1
AMZ-DLA7-2ae0e8-IB,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,IB,2018-08-12,15:37:06,33.94427,-117.601292,A-32.2J,59.0,37.95,36,LOW,CLEAR,4.15,38.59,0.0,0.1,1.072,2.59,0.06,1
AMZ-DLA7-2ae0e8-IJ,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,IJ,2018-08-12,15:37:06,33.944214,-117.601502,A-32.2J,36.99,37.75,37,HIGH,CLEAR,3.12,61.23,0.0,0.7,1.6549,24.23,0.42,1
AMZ-DLA7-2ae0e8-RP,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,RP,2018-08-12,15:37:06,33.943536,-117.601501,A-32.2J,50.75,37.55,37,LOW,CLEAR,4.01,44.39,0.0,0.1,1.1998,7.39,0.06,1
AMZ-DLA7-2ae0e8-BE,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,BE,2018-08-12,15:37:06,33.943073,-117.600475,A-32.2J,40.14,37.35,38,LOW,CLEAR,4.26,55.83,0.0,0.1,1.4692,17.83,0.06,1
AMZ-DLA7-2ae0e8-EC,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,EC,2018-08-12,15:37:06,33.943448,-117.599651,A-32.2J,53.98,37.15,38,MODERATE,CLEAR,5.03,41.29,0.0,0.4,1.0867,3.29,0.24,1
AMZ-DLA7-2ae0e8-JB,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,JB,2018-08-12,15:37:06,33.943624,-117.602421,A-32.3J,19.05,36.89,39,HIGH,CLEAR,3.52,116.19,0.0,0.7,2.9792,77.19,0.42,1
AMZ-DLA7-2ae0e8-XD,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,XD,2018-08-12,15:37:06,33.944737,-117.602393,A-32.3J,17.74,36.69,39,SEVERE_CONGESTION,CLEAR,4.7,124.09,0.0,1.0,3.1819,85.09,0.6,1
AMZ-DLA7-2ae0e8-PR,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,PR,2018-08-12,15:37:06,33.943695,-117.603309,A-32.3J,30.34,36.49,40,HIGH,CLEAR,5.78,72.16,0.0,0.7,1.8041,32.16,0.42,1
AMZ-DLA7-2ae0e8-QN,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,QN,2018-08-12,15:37:06,33.945209,-117.60334,A-32.3J,50.58,36.29,40,MODERATE,CLEAR,4.95,43.05,0.0,0.4,1.0762,3.05,0.24,1
AMZ-DLA7-2ae0e8-WG,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,WG,2018-08-12,15:37:06,33.945601,-117.602152,A-32.3J,25.22,36.09,41,HIGH,CLEAR,4.99,85.86,0.0,0.7,2.0942,44.86,0.42,1
AMZ-DLA7-2ae0e8-GP,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,GP,2018-08-12,15:37:06,33.945671,-117.603687,A-32.3J,38.58,35.89,41,MODERATE,CLEAR,1.67,55.82,0.0,0.4,1.3614,14.82,0.24,1
AMZ-DLA7-2ae0e8-OS,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,OS,2018-08-12,15:37:06,33.946245,-117.605008,A-32.3J,58.91,35.69,41,LOW,CLEAR,3.43,36.35,0.0,0.1,0.8866,0.0,0.06,0
AMZ-DLA7-2ae0e8-VM,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,VM,2018-08-12,15:37:06,33.94628,-117.606809,A-32.3J,60.41,35.49,42,LOW,CLEAR,5.39,35.25,0.0,0.1,0.8393,0.0,0.06,0
AMZ-DLA7-2ae0e8-HK,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,HK,2018-08-12,15:37:06,33.945669,-117.606898,A-32.3J,65.32,35.29,42,LOW,CLEAR,3.73,32.42,0.0,0.1,0.7718,0.0,0.06,0
AMZ-DLA7-2ae0e8-FM,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,FM,2018-08-12,15:37:06,33.945959,-117.607495,A-32.3J,26.39,35.09,43,HIGH,CLEAR,4.01,79.78,0.0,0.7,1.8554,36.78,0.42,1
AMZ-DLA7-2ae0e8-MS,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,MS,2018-08-12,15:37:06,33.943477,-117.610509,A-32.3J,34.66,34.7,44,MODERATE,CLEAR,3.0,60.07,0.0,0.4,1.3652,16.07,0.24,1
AMZ-DLA7-2ae0e8-UH,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,UH,2018-08-12,15:37:06,33.945548,-117.605838,A-32.3H,32.0,34.21,45,MODERATE,CLEAR,2.28,64.14,0.0,0.4,1.4254,19.14,0.24,1
AMZ-DLA7-2ae0e8-XF,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,XF,2018-08-12,15:37:06,33.945274,-117.60583,A-32.3H,28.39,34.01,45,HIGH,CLEAR,3.79,71.88,0.0,0.7,1.5973,26.88,0.42,1
AMZ-DLA7-2ae0e8-RU,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,RU,2018-08-12,15:37:06,33.944964,-117.606489,A-32.3H,62.93,33.81,46,LOW,CLEAR,3.92,32.24,0.0,0.1,0.7008,0.0,0.06,0
AMZ-DLA7-2ae0e8-BX,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,BX,2018-08-12,15:37:06,33.944638,-117.607732,A-32.3H,34.84,33.61,46,MODERATE,CLEAR,5.55,57.88,0.0,0.4,1.2583,11.88,0.24,1
AMZ-DLA7-2ae0e8-LC,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,LC,2018-08-12,15:37:06,33.944123,-117.606875,A-32.3H,74.28,33.41,46,LOW,CLEAR,6.5,26.99,0.0,0.1,0.5867,0.0,0.06,0
AMZ-DLA7-2ae0e8-DW,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,DW,2018-08-12,15:37:06,33.943131,-117.606879,A-32.3H,41.22,33.21,47,MODERATE,CLEAR,5.06,48.34,0.0,0.4,1.0285,1.34,0.24,0
AMZ-DLA7-2ae0e8-YD,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,YD,2018-08-12,15:37:06,33.943061,-117.605739,A-32.3H,49.82,33.01,47,MODERATE,CLEAR,5.39,39.76,0.0,0.4,0.8459,0.0,0.24,0
AMZ-DLA7-2ae0e8-ZR,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,ZR,2018-08-12,15:37:06,33.941869,-117.601416,A-32.2H,42.99,32.59,48,MODERATE,CLEAR,5.07,45.48,0.0,0.4,0.9476,0.0,0.24,0
AMZ-DLA7-2ae0e8-LZ,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,LZ,2018-08-12,15:37:06,33.943132,-117.598806,A-32.2H,24.97,32.31,49,HIGH,CLEAR,4.33,77.64,0.0,0.7,1.5844,28.64,0.42,1
AMZ-DLA7-2ae0e8-JZ,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,JZ,2018-08-12,15:37:06,33.945673,-117.599816,A-32.2H,28.33,32.01,50,HIGH,CLEAR,5.65,67.79,0.0,0.7,1.3559,17.79,0.42,1
AMZ-DLA7-2ae0e8-OC,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,OC,2018-08-12,15:37:06,33.95217,-117.600397,A-32.2H,70.4,31.29,51,LOW,CLEAR,3.26,26.67,0.0,0.1,0.5229,0.0,0.06,0
AMZ-DLA7-2ae0e8-QY,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,QY,2018-08-12,15:37:06,33.946272,-117.60247,A-32.2H,51.31,30.61,53,LOW,CLEAR,2.46,35.79,0.0,0.1,0.6754,0.0,0.06,0
AMZ-DLA7-2ae0e8-VS,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,VS,2018-08-12,15:37:06,33.94627,-117.602945,A-32.2H,67.27,30.41,53,LOW,CLEAR,1.53,27.12,0.0,0.1,0.5118,0.0,0.06,0
AMZ-DLA7-2ae0e8-RN,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,RN,2018-08-12,15:37:06,33.946275,-117.604034,A-32.2H,48.94,30.21,54,LOW,CLEAR,4.37,37.04,0.0,0.1,0.6859,0.0,0.06,0
AMZ-DLA7-2ae0e8-QA,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,QA,2018-08-12,15:37:06,33.945511,-117.597419,A-32.1H,70.02,29.59,55,LOW,CLEAR,3.7,25.36,0.0,0.1,0.461,0.0,0.06,0
AMZ-DLA7-2ae0e8-TG,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,TG,2018-08-12,15:37:06,33.943861,-117.596539,A-32.1H,37.95,29.39,55,MODERATE,CLEAR,4.99,46.47,0.0,0.4,0.8448,0.0,0.24,0
AMZ-DLA7-2ae0e8-XN,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,XN,2018-08-12,15:37:06,33.94487,-117.59468,A-32.1H,33.61,29.19,56,MODERATE,CLEAR,2.86,52.11,0.0,0.4,0.9305,0.0,0.24,0
AMZ-DLA7-2ae0e8-RA,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,RA,2018-08-12,15:37:06,33.94474,-117.59559,A-32.1H,38.08,28.99,56,MODERATE,CLEAR,2.79,45.68,0.0,0.4,0.8157,0.0,0.24,0
AMZ-DLA7-2ae0e8-NF,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,NF,2018-08-12,15:37:06,33.945611,-117.594338,A-32.1G,35.19,28.79,57,MODERATE,CLEAR,5.37,49.09,0.0,0.4,0.8612,0.0,0.24,0
AMZ-DLA7-2ae0e8-WQ,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,WQ,2018-08-12,15:37:06,33.944952,-117.59376,A-32.1G,15.34,28.59,57,HIGH,CLEAR,4.01,111.83,0.0,0.7,1.9618,54.83,0.42,1
AMZ-DLA7-2ae0e8-AX,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,AX,2018-08-12,15:37:06,33.944766,-117.593748,A-32.1G,46.97,28.39,58,LOW,CLEAR,3.44,36.27,0.0,0.1,0.6253,0.0,0.06,0
AMZ-DLA7-2ae0e8-AS,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,AS,2018-08-12,15:37:06,33.943146,-117.596097,A-32.1G,13.7,28.1,58,SEVERE_CONGESTION,CLEAR,5.37,123.07,0.0,1.0,2.1218,65.07,0.6,1
AMZ-DLA7-2ae0e8-MI,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,MI,2018-08-12,15:37:06,33.94166,-117.596362,A-32.2G,41.94,27.9,59,LOW,CLEAR,4.38,39.91,0.0,0.1,0.6765,0.0,0.06,0
AMZ-DLA7-2ae0e8-ZQ,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,ZQ,2018-08-12,15:37:06,33.941493,-117.59526,A-32.2G,20.22,27.7,59,HIGH,CLEAR,3.78,82.2,0.0,0.7,1.3931,23.2,0.42,1
AMZ-DLA7-2ae0e8-NQ,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,NQ,2018-08-12,15:37:06,33.941304,-117.597116,A-32.2G,64.76,27.5,59,LOW,CLEAR,2.44,25.48,0.0,0.1,0.4318,0.0,0.06,0
AMZ-DLA7-2ae0e8-PM,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,PM,2018-08-12,15:37:06,33.939998,-117.597898,A-32.2G,38.95,27.3,60,MODERATE,CLEAR,6.07,42.05,0.0,0.4,0.7009,0.0,0.24,0
AMZ-DLA7-2ae0e8-KD,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,KD,2018-08-12,15:37:06,33.941365,-117.598276,A-32.2G,53.64,27.1,60,MODERATE,CLEAR,4.14,30.31,0.0,0.4,0.5052,0.0,0.24,0
AMZ-DLA7-2ae0e8-OK,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,OK,2018-08-12,15:37:06,33.940172,-117.599708,A-32.3G,60.6,26.9,61,LOW,CLEAR,3.25,26.63,0.0,0.1,0.4366,0.0,0.06,0
AMZ-DLA7-2ae0e8-XJ,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,XJ,2018-08-12,15:37:06,33.94095,-117.59963,A-32.3G,48.09,26.7,61,LOW,CLEAR,2.32,33.31,0.0,0.1,0.5461,0.0,0.06,0
AMZ-DLA7-2ae0e8-YY,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,YY,2018-08-12,15:37:06,33.941403,-117.599464,A-32.3G,31.14,26.5,62,HIGH,CLEAR,2.98,51.06,0.0,0.7,0.8235,0.0,0.42,0
AMZ-DLA7-2ae0e8-ZC,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,ZC,2018-08-12,15:37:06,33.941953,-117.599107,A-32.3G,58.13,26.3,62,LOW,CLEAR,2.92,27.15,0.0,0.1,0.4378,0.0,0.06,0
AMZ-DLA7-2ae0e8-HH,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,HH,2018-08-12,15:37:06,33.941575,-117.600287,A-32.3G,57.56,26.1,63,LOW,CLEAR,4.33,27.21,0.0,0.1,0.4318,0.0,0.06,0
AMZ-DLA7-2ae0e8-ZH,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,ZH,2018-08-12,15:37:06,33.941382,-117.600876,A-32.3G,72.4,25.9,63,LOW,CLEAR,4.25,21.46,0.0,0.1,0.3407,0.0,0.06,0
AMZ-DLA7-2ae0e8-YU,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,YU,2018-08-12,15:37:06,33.93999,-117.600527,A-32.3G,15.66,25.7,63,HIGH,CLEAR,5.07,98.47,0.0,0.7,1.563,35.47,0.42,1
AMZ-DLA7-2ae0e8-WI,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,WI,2018-08-12,15:37:06,33.938898,-117.59971,A-32.3E,14.33,25.5,64,SEVERE_CONGESTION,CLEAR,4.66,106.77,0.0,1.0,1.6683,42.77,0.6,1
AMZ-DLA7-2ae0e8-VC,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,VC,2018-08-12,15:37:06,33.937953,-117.601792,A-32.3E,38.1,25.28,64,MODERATE,CLEAR,3.98,39.81,0.0,0.4,0.622,0.0,0.24,0
AMZ-DLA7-2ae0e8-RF,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,RF,2018-08-12,15:37:06,33.938155,-117.6025,A-32.3E,17.72,25.08,65,HIGH,CLEAR,3.84,84.92,0.0,0.7,1.3065,19.92,0.42,1
AMZ-DLA7-2ae0e8-CS,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,CS,2018-08-12,15:37:06,33.93831,-117.603478,A-32.3E,79.45,24.88,65,LOW,CLEAR,4.94,18.79,0.0,0.1,0.2891,0.0,0.06,0
AMZ-DLA7-2ae0e8-TR,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,TR,2018-08-12,15:37:06,33.937123,-117.603532,A-32.3E,45.42,24.68,66,MODERATE,CLEAR,4.56,32.6,0.0,0.4,0.494,0.0,0.24,0
AMZ-DLA7-2ae0e8-RC,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,RC,2018-08-12,15:37:06,33.936452,-117.60267,A-32.3E,10.0,24.48,66,SEVERE_CONGESTION,CLEAR,4.27,146.88,0.0,1.0,2.2255,80.88,0.6,1
AMZ-DLA7-2ae0e8-YX,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,YX,2018-08-12,15:37:06,33.936942,-117.602621,A-32.3E,24.2,24.28,67,HIGH,CLEAR,5.14,60.2,0.0,0.7,0.8985,0.0,0.42,0
AMZ-DLA7-2ae0e8-VT,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,VT,2018-08-12,15:37:06,33.93661,-117.60202,A-32.3E,40.71,24.08,67,MODERATE,CLEAR,4.11,35.49,0.0,0.4,0.5297,0.0,0.24,0
AMZ-DLA7-2ae0e8-IL,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,IL,2018-08-12,15:37:06,33.937181,-117.600908,A-32.3E,24.63,23.88,67,HIGH,CLEAR,4.39,58.17,0.0,0.7,0.8683,0.0,0.42,0
AMZ-DLA7-2ae0e8-EL,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,EL,2018-08-12,15:37:06,33.93671,-117.600173,A-32.2E,18.62,23.68,68,SEVERE_CONGESTION,CLEAR,4.66,76.31,0.0,1.0,1.1221,8.31,0.6,1
AMZ-DLA7-2ae0e8-EZ,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,EZ,2018-08-12,15:37:06,33.934886,-117.601394,A-32.2E,10.0,23.45,68,SEVERE_CONGESTION,CLEAR,3.87,140.7,0.0,1.0,2.0691,72.7,0.6,1
AMZ-DLA7-2ae0e8-FH,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,FH,2018-08-12,15:37:06,33.934063,-117.602481,A-32.2E,68.62,23.25,69,LOW,CLEAR,4.4,20.33,0.0,0.1,0.2946,0.0,0.06,0
AMZ-DLA7-2ae0e8-MF,RouteID_91283a27-5abd-449d-bc36-50f5492ae0e8,DLA7,MF,2018-08-12,15:37:06,33.934043,-117.603571,A-32.2E,18.96,23.05,69,HIGH,CLEAR,3.75,72.94,0.0,0.7,1.0571,3.94,0.42,1
